,state,fips,cases,deaths,employed-sugar-intake-daily,Winning Party_x,Democrats_x,Republicans_x,Winning Party_y,Democrats_y,Republicans_y
0,California,6,1,0,22.9,Democrats,True,False,Democrats,True,False
1,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
2,California,6,2,0,22.9,Democrats,True,False,Democrats,True,False
3,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
4,California,6,2,0,22.9,Democrats,True,False,Democrats,True,False
5,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
6,California,6,2,0,22.9,Democrats,True,False,Democrats,True,False
7,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
8,California,6,2,0,22.9,Democrats,True,False,Democrats,True,False
9,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
10,California,6,2,0,22.9,Democrats,True,False,Democrats,True,False
11,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
12,California,6,3,0,22.9,Democrats,True,False,Democrats,True,False
13,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
14,California,6,3,0,22.9,Democrats,True,False,Democrats,True,False
15,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
16,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
17,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
18,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
19,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
20,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
21,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
22,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
23,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
24,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
25,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
26,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
27,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
28,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
29,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
30,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
31,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
32,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
33,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
34,California,6,6,0,22.9,Democrats,True,False,Democrats,True,False
35,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
36,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
37,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
38,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
39,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
40,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
41,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
42,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
43,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
44,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
45,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
46,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
47,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
48,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
49,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
50,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
51,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
52,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
53,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
54,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
55,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
56,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
57,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
58,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
59,Nebraska,31,10,0,31.1,Republicans,False,True,Republicans,False,True
60,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
61,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
62,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
63,Nebraska,31,10,0,31.1,Republicans,False,True,Republicans,False,True
64,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
65,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
66,California,6,7,0,22.9,Democrats,True,False,Democrats,True,False
67,Nebraska,31,10,0,31.1,Republicans,False,True,Republicans,False,True
68,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
69,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
70,California,6,8,0,22.9,Democrats,True,False,Democrats,True,False
71,Nebraska,31,11,0,31.1,Republicans,False,True,Republicans,False,True
72,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
73,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
74,California,6,9,0,22.9,Democrats,True,False,Democrats,True,False
75,Nebraska,31,11,0,31.1,Republicans,False,True,Republicans,False,True
76,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
77,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
78,California,6,9,0,22.9,Democrats,True,False,Democrats,True,False
79,Nebraska,31,11,0,31.1,Republicans,False,True,Republicans,False,True
80,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
81,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
82,California,6,9,0,22.9,Democrats,True,False,Democrats,True,False
83,Nebraska,31,11,0,31.1,Republicans,False,True,Republicans,False,True
84,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
85,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
86,California,6,11,0,22.9,Democrats,True,False,Democrats,True,False
87,Nebraska,31,12,0,31.1,Republicans,False,True,Republicans,False,True
88,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
89,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
90,California,6,11,0,22.9,Democrats,True,False,Democrats,True,False
91,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
92,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
93,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
94,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
95,California,6,26,0,22.9,Democrats,True,False,Democrats,True,False
96,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
97,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
98,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
99,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
100,California,6,26,0,22.9,Democrats,True,False,Democrats,True,False
101,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
102,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
103,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
104,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
105,California,6,27,0,22.9,Democrats,True,False,Democrats,True,False
106,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
107,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
108,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
109,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
110,California,6,28,0,22.9,Democrats,True,False,Democrats,True,False
111,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
112,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
113,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
114,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
115,California,6,33,0,22.9,Democrats,True,False,Democrats,True,False
116,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
117,New York,36,1,0,23.1,Democrats,True,False,Democrats,True,False
118,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
119,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
120,Arizona,4,1,0,33.0,Republicans,False,True,Republicans,False,True
121,California,6,38,0,22.9,Democrats,True,False,Democrats,True,False
122,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
123,New York,36,1,0,23.1,Democrats,True,False,Democrats,True,False
124,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
125,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
126,Arizona,4,2,0,33.0,Republicans,False,True,Republicans,False,True
127,California,6,45,0,22.9,Democrats,True,False,Democrats,True,False
128,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
129,New York,36,2,0,23.1,Democrats,True,False,Democrats,True,False
130,North Carolina,37,1,0,42.1,Republicans,False,True,Republicans,False,True
131,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
132,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
133,Arizona,4,2,0,33.0,Republicans,False,True,Republicans,False,True
134,California,6,55,1,22.9,Democrats,True,False,Democrats,True,False
135,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
136,New Jersey,34,1,0,22.7,Democrats,True,False,Democrats,True,False
137,New York,36,11,0,23.1,Democrats,True,False,Democrats,True,False
138,North Carolina,37,1,0,42.1,Republicans,False,True,Republicans,False,True
139,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
140,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
141,Arizona,4,2,0,33.0,Republicans,False,True,Republicans,False,True
142,California,6,67,1,22.9,Democrats,True,False,Democrats,True,False
143,Maryland,24,3,0,28.0,Democrats,True,False,Democrats,True,False
144,Nebraska,31,13,0,31.1,Republicans,False,True,Republicans,False,True
145,New Jersey,34,2,0,22.7,Democrats,True,False,Democrats,True,False
146,New York,36,22,0,23.1,Democrats,True,False,Democrats,True,False
147,North Carolina,37,1,0,42.1,Republicans,False,True,Republicans,False,True
148,Utah,49,1,0,30.3,Republicans,False,True,Republicans,False,True
149,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
150,Arizona,4,3,0,33.0,Republicans,False,True,Republicans,False,True
151,California,6,81,1,22.9,Democrats,True,False,Democrats,True,False
152,Indiana,18,1,0,35.9,Republicans,False,True,Republicans,False,True
153,Kentucky,21,1,0,43.4,Republicans,False,True,Republicans,False,True
154,Maryland,24,3,0,28.0,Democrats,True,False,Democrats,True,False
155,Minnesota,27,1,0,23.5,Democrats,True,False,Democrats,True,False
156,Nebraska,31,14,0,31.1,Republicans,False,True,Republicans,False,True
157,New Jersey,34,4,0,22.7,Democrats,True,False,Democrats,True,False
158,New York,36,44,0,23.1,Democrats,True,False,Democrats,True,False
159,North Carolina,37,2,0,42.1,Republicans,False,True,Republicans,False,True
160,Oklahoma,40,1,0,46.5,Republicans,False,True,Republicans,False,True
161,South Carolina,45,2,0,42.0,Republicans,False,True,Republicans,False,True
162,Utah,49,3,0,30.3,Republicans,False,True,Republicans,False,True
163,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
164,Arizona,4,5,0,33.0,Republicans,False,True,Republicans,False,True
165,California,6,100,1,22.9,Democrats,True,False,Democrats,True,False
166,District of Columbia,11,1,0,18.5,Democrats,True,False,Democrats,True,False
167,Indiana,18,1,0,35.9,Republicans,False,True,Republicans,False,True
168,Kansas,20,1,0,32.4,Republicans,False,True,Republicans,False,True
169,Kentucky,21,1,0,43.4,Republicans,False,True,Republicans,False,True
170,Maryland,24,3,0,28.0,Democrats,True,False,Democrats,True,False
171,Minnesota,27,1,0,23.5,Democrats,True,False,Democrats,True,False
172,Nebraska,31,14,0,31.1,Republicans,False,True,Republicans,False,True
173,New Jersey,34,4,0,22.7,Democrats,True,False,Democrats,True,False
174,New York,36,89,0,23.1,Democrats,True,False,Democrats,True,False
175,North Carolina,37,2,0,42.1,Republicans,False,True,Republicans,False,True
176,Oklahoma,40,1,0,46.5,Republicans,False,True,Republicans,False,True
177,South Carolina,45,2,0,42.0,Republicans,False,True,Republicans,False,True
178,Utah,49,3,0,30.3,Republicans,False,True,Republicans,False,True
179,Vermont,50,1,0,16.7,Democrats,True,False,Democrats,True,False
180,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
181,Arizona,4,5,0,33.0,Republicans,False,True,Republicans,False,True
182,California,6,112,1,22.9,Democrats,True,False,Democrats,True,False
183,Connecticut,9,1,0,18.9,Democrats,True,False,Democrats,True,False
184,District of Columbia,11,1,0,18.5,Democrats,True,False,Democrats,True,False
185,Indiana,18,2,0,35.9,Republicans,False,True,Republicans,False,True
186,Iowa,19,3,0,34.2,Republicans,False,True,Republicans,False,True
187,Kansas,20,1,0,32.4,Republicans,False,True,Republicans,False,True
188,Kentucky,21,4,0,43.4,Republicans,False,True,Republicans,False,True
189,Maryland,24,5,0,28.0,Democrats,True,False,Democrats,True,False
190,Minnesota,27,2,0,23.5,Democrats,True,False,Democrats,True,False
191,Nebraska,31,16,0,31.1,Republicans,False,True,Republicans,False,True
192,New Jersey,34,6,0,22.7,Democrats,True,False,Democrats,True,False
193,New York,36,106,0,23.1,Democrats,True,False,Democrats,True,False
194,North Carolina,37,2,0,42.1,Republicans,False,True,Republicans,False,True
195,Oklahoma,40,1,0,46.5,Republicans,False,True,Republicans,False,True
196,South Carolina,45,6,0,42.0,Republicans,False,True,Republicans,False,True
197,Utah,49,3,0,30.3,Republicans,False,True,Republicans,False,True
198,Vermont,50,1,0,16.7,Democrats,True,False,Democrats,True,False
199,Wisconsin,55,1,0,29.7,Republicans,False,True,Republicans,False,True
200,Arizona,4,6,0,33.0,Republicans,False,True,Republicans,False,True
201,California,6,172,2,22.9,Democrats,True,False,Democrats,True,False
202,Connecticut,9,2,0,18.9,Democrats,True,False,Democrats,True,False
203,District of Columbia,11,4,0,18.5,Democrats,True,False,Democrats,True,False
204,Indiana,18,4,0,35.9,Republicans,False,True,Republicans,False,True
205,Iowa,19,8,0,34.2,Republicans,False,True,Republicans,False,True
206,Kansas,20,1,0,32.4,Republicans,False,True,Republicans,False,True
207,Kentucky,21,5,0,43.4,Republicans,False,True,Republicans,False,True
208,Maryland,24,6,0,28.0,Democrats,True,False,Democrats,True,False
209,Minnesota,27,2,0,23.5,Democrats,True,False,Democrats,True,False
210,Nebraska,31,16,0,31.1,Republicans,False,True,Republicans,False,True
211,New Jersey,34,11,0,22.7,Democrats,True,False,Democrats,True,False
212,New York,36,142,0,23.1,Democrats,True,False,Democrats,True,False
213,North Carolina,37,7,0,42.1,Republicans,False,True,Republicans,False,True
214,Ohio,39,3,0,32.0,Republicans,False,True,Republicans,False,True
215,Oklahoma,40,1,0,46.5,Republicans,False,True,Republicans,False,True
216,South Carolina,45,7,0,42.0,Republicans,False,True,Republicans,False,True
217,Utah,49,3,0,30.3,Republicans,False,True,Republicans,False,True
218,Vermont,50,1,0,16.7,Democrats,True,False,Democrats,True,False
219,Wisconsin,55,2,0,29.7,Republicans,False,True,Republicans,False,True
220,Arizona,4,6,0,33.0,Republicans,False,True,Republicans,False,True
221,California,6,179,3,22.9,Democrats,True,False,Democrats,True,False
222,Connecticut,9,2,0,18.9,Democrats,True,False,Democrats,True,False
223,District of Columbia,11,4,0,18.5,Democrats,True,False,Democrats,True,False
224,Indiana,18,6,0,35.9,Republicans,False,True,Republicans,False,True
225,Iowa,19,13,0,34.2,Republicans,False,True,Republicans,False,True
226,Kansas,20,1,0,32.4,Republicans,False,True,Republicans,False,True
227,Kentucky,21,7,0,43.4,Republicans,False,True,Republicans,False,True
228,Maryland,24,9,0,28.0,Democrats,True,False,Democrats,True,False
229,Minnesota,27,3,0,23.5,Democrats,True,False,Democrats,True,False
230,Nebraska,31,17,0,31.1,Republicans,False,True,Republicans,False,True
231,New Jersey,34,15,1,22.7,Democrats,True,False,Democrats,True,False
232,New York,36,173,0,23.1,Democrats,True,False,Democrats,True,False
233,North Carolina,37,7,0,42.1,Republicans,False,True,Republicans,False,True
234,Ohio,39,3,0,32.0,Republicans,False,True,Republicans,False,True
235,Oklahoma,40,2,0,46.5,Republicans,False,True,Republicans,False,True
236,South Carolina,45,9,0,42.0,Republicans,False,True,Republicans,False,True
237,Utah,49,4,0,30.3,Republicans,False,True,Republicans,False,True
238,Vermont,50,1,0,16.7,Democrats,True,False,Democrats,True,False
239,Wisconsin,55,3,0,29.7,Republicans,False,True,Republicans,False,True
240,Arizona,4,9,0,33.0,Republicans,False,True,Republicans,False,True
241,California,6,202,4,22.9,Democrats,True,False,Democrats,True,False
242,Connecticut,9,3,0,18.9,Democrats,True,False,Democrats,True,False
243,District of Columbia,11,10,0,18.5,Democrats,True,False,Democrats,True,False
244,Indiana,18,11,0,35.9,Republicans,False,True,Republicans,False,True
245,Iowa,19,14,0,34.2,Republicans,False,True,Republicans,False,True
246,Kansas,20,1,0,32.4,Republicans,False,True,Republicans,False,True
247,Kentucky,21,7,0,43.4,Republicans,False,True,Republicans,False,True
248,Maryland,24,13,0,28.0,Democrats,True,False,Democrats,True,False
249,Minnesota,27,5,0,23.5,Democrats,True,False,Democrats,True,False
250,Mississippi,28,1,0,49.7,Republicans,False,True,Republicans,False,True
251,Nebraska,31,23,0,31.1,Republicans,False,True,Republicans,False,True
252,New Jersey,34,23,1,22.7,Democrats,True,False,Democrats,True,False
253,New York,36,217,0,23.1,Democrats,True,False,Democrats,True,False
254,North Carolina,37,8,0,42.1,Republicans,False,True,Republicans,False,True
255,Ohio,39,4,0,32.0,Republicans,False,True,Republicans,False,True
256,Oklahoma,40,2,0,46.5,Republicans,False,True,Republicans,False,True
257,South Carolina,45,10,0,42.0,Republicans,False,True,Republicans,False,True
258,Utah,49,5,0,30.3,Republicans,False,True,Republicans,False,True
259,Vermont,50,2,0,16.7,Democrats,True,False,Democrats,True,False
260,Wisconsin,55,6,0,29.7,Republicans,False,True,Republicans,False,True
261,Alaska,2,1,0,26.2,Republicans,False,True,Republicans,False,True
262,Arizona,4,9,0,33.0,Republicans,False,True,Republicans,False,True
263,California,6,252,4,22.9,Democrats,True,False,Democrats,True,False
264,Connecticut,9,6,0,18.9,Democrats,True,False,Democrats,True,False
265,District of Columbia,11,10,0,18.5,Democrats,True,False,Democrats,True,False
266,Indiana,18,12,0,35.9,Republicans,False,True,Republicans,False,True
267,Iowa,19,16,0,34.2,Republicans,False,True,Republicans,False,True
268,Kansas,20,5,1,32.4,Republicans,False,True,Republicans,False,True
269,Kentucky,21,11,0,43.4,Republicans,False,True,Republicans,False,True
270,Maryland,24,13,0,28.0,Democrats,True,False,Democrats,True,False
271,Minnesota,27,9,0,23.5,Democrats,True,False,Democrats,True,False
272,Mississippi,28,1,0,49.7,Republicans,False,True,Republicans,False,True
273,Nebraska,31,24,0,31.1,Republicans,False,True,Republicans,False,True
274,New Jersey,34,29,1,22.7,Democrats,True,False,Democrats,True,False
275,New York,36,326,0,23.1,Democrats,True,False,Democrats,True,False
276,North Carolina,37,16,0,42.1,Republicans,False,True,Republicans,False,True
277,Ohio,39,5,0,32.0,Republicans,False,True,Republicans,False,True
278,Oklahoma,40,2,0,46.5,Republicans,False,True,Republicans,False,True
279,South Carolina,45,12,0,42.0,Republicans,False,True,Republicans,False,True
280,Utah,49,7,0,30.3,Republicans,False,True,Republicans,False,True
281,Vermont,50,2,0,16.7,Democrats,True,False,Democrats,True,False
282,Wisconsin,55,8,0,29.7,Republicans,False,True,Republicans,False,True
283,Alaska,2,1,0,26.2,Republicans,False,True,Republicans,False,True
284,Arizona,4,9,0,33.0,Republicans,False,True,Republicans,False,True
285,California,6,320,5,22.9,Democrats,True,False,Democrats,True,False
286,Connecticut,9,11,0,18.9,Democrats,True,False,Democrats,True,False
287,District of Columbia,11,10,0,18.5,Democrats,True,False,Democrats,True,False
288,Indiana,18,12,0,35.9,Republicans,False,True,Republicans,False,True
289,Iowa,19,17,0,34.2,Republicans,False,True,Republicans,False,True
290,Kansas,20,6,1,32.4,Republicans,False,True,Republicans,False,True
291,Kentucky,21,11,0,43.4,Republicans,False,True,Republicans,False,True
292,Maryland,24,18,0,28.0,Democrats,True,False,Democrats,True,False
293,Minnesota,27,14,0,23.5,Democrats,True,False,Democrats,True,False
294,Mississippi,28,6,0,49.7,Republicans,False,True,Republicans,False,True
295,Nebraska,31,27,0,31.1,Republicans,False,True,Republicans,False,True
296,New Jersey,34,50,1,22.7,Democrats,True,False,Democrats,True,False
297,New York,36,421,0,23.1,Democrats,True,False,Democrats,True,False
298,North Carolina,37,18,0,42.1,Republicans,False,True,Republicans,False,True
299,Ohio,39,13,0,32.0,Republicans,False,True,Republicans,False,True
300,Oklahoma,40,3,0,46.5,Republicans,False,True,Republicans,False,True
301,South Carolina,45,13,0,42.0,Republicans,False,True,Republicans,False,True
302,Utah,49,7,0,30.3,Republicans,False,True,Republicans,False,True
303,Vermont,50,2,0,16.7,Democrats,True,False,Democrats,True,False
304,Wisconsin,55,19,0,29.7,Republicans,False,True,Republicans,False,True
305,Alaska,2,1,0,26.2,Republicans,False,True,Republicans,False,True
306,Arizona,4,12,0,33.0,Republicans,False,True,Republicans,False,True
307,California,6,381,5,22.9,Democrats,True,False,Democrats,True,False
308,Connecticut,9,20,0,18.9,Democrats,True,False,Democrats,True,False
309,District of Columbia,11,16,0,18.5,Democrats,True,False,Democrats,True,False
310,Indiana,18,15,0,35.9,Republicans,False,True,Republicans,False,True
311,Iowa,19,18,0,34.2,Republicans,False,True,Republicans,False,True
312,Kansas,20,8,1,32.4,Republicans,False,True,Republicans,False,True
313,Kentucky,21,18,0,43.4,Republicans,False,True,Republicans,False,True
314,Maryland,24,27,0,28.0,Democrats,True,False,Democrats,True,False
315,Minnesota,27,21,0,23.5,Democrats,True,False,Democrats,True,False
316,Mississippi,28,6,0,49.7,Republicans,False,True,Republicans,False,True
317,Nebraska,31,29,0,31.1,Republicans,False,True,Republicans,False,True
318,New Jersey,34,75,2,22.7,Democrats,True,False,Democrats,True,False
319,New York,36,610,2,23.1,Democrats,True,False,Democrats,True,False
320,North Carolina,37,25,0,42.1,Republicans,False,True,Republicans,False,True
321,Ohio,39,26,0,32.0,Republicans,False,True,Republicans,False,True
322,Oklahoma,40,4,0,46.5,Republicans,False,True,Republicans,False,True
323,South Carolina,45,19,0,42.0,Republicans,False,True,Republicans,False,True
324,Utah,49,21,0,30.3,Republicans,False,True,Republicans,False,True
325,Vermont,50,5,0,16.7,Democrats,True,False,Democrats,True,False
326,Wisconsin,55,27,0,29.7,Republicans,False,True,Republicans,False,True
327,Alaska,2,1,0,26.2,Republicans,False,True,Republicans,False,True
328,Arizona,4,13,0,33.0,Republicans,False,True,Republicans,False,True
329,California,6,478,6,22.9,Democrats,True,False,Democrats,True,False
330,Connecticut,9,26,0,18.9,Democrats,True,False,Democrats,True,False
331,District of Columbia,11,17,0,18.5,Democrats,True,False,Democrats,True,False
332,Indiana,18,19,0,35.9,Republicans,False,True,Republicans,False,True
333,Iowa,19,22,0,34.2,Republicans,False,True,Republicans,False,True
334,Kansas,20,9,1,32.4,Republicans,False,True,Republicans,False,True
335,Kentucky,21,21,0,43.4,Republicans,False,True,Republicans,False,True
336,Maryland,24,32,0,28.0,Democrats,True,False,Democrats,True,False
337,Minnesota,27,35,0,23.5,Democrats,True,False,Democrats,True,False
338,Mississippi,28,10,0,49.7,Republicans,False,True,Republicans,False,True
339,Nebraska,31,31,0,31.1,Republicans,False,True,Republicans,False,True
340,New Jersey,34,98,2,22.7,Democrats,True,False,Democrats,True,False
341,New York,36,732,6,23.1,Democrats,True,False,Democrats,True,False
342,North Carolina,37,32,0,42.1,Republicans,False,True,Republicans,False,True
343,Ohio,39,37,0,32.0,Republicans,False,True,Republicans,False,True
344,Oklahoma,40,8,0,46.5,Republicans,False,True,Republicans,False,True
345,South Carolina,45,28,0,42.0,Republicans,False,True,Republicans,False,True
346,Utah,49,29,0,30.3,Republicans,False,True,Republicans,False,True
347,Vermont,50,8,0,16.7,Democrats,True,False,Democrats,True,False
348,Wisconsin,55,33,0,29.7,Republicans,False,True,Republicans,False,True
349,Alaska,2,3,0,26.2,Republicans,False,True,Republicans,False,True
350,Arizona,4,18,0,33.0,Republicans,False,True,Republicans,False,True
351,California,6,588,11,22.9,Democrats,True,False,Democrats,True,False
352,Connecticut,9,41,0,18.9,Democrats,True,False,Democrats,True,False
353,District of Columbia,11,22,0,18.5,Democrats,True,False,Democrats,True,False
354,Indiana,18,24,1,35.9,Republicans,False,True,Republicans,False,True
355,Iowa,19,22,0,34.2,Republicans,False,True,Republicans,False,True
356,Kansas,20,11,1,32.4,Republicans,False,True,Republicans,False,True
357,Kentucky,21,22,1,43.4,Republicans,False,True,Republicans,False,True
358,Maryland,24,39,0,28.0,Democrats,True,False,Democrats,True,False
359,Minnesota,27,54,0,23.5,Democrats,True,False,Democrats,True,False
360,Mississippi,28,12,0,49.7,Republicans,False,True,Republicans,False,True
361,Nebraska,31,33,0,31.1,Republicans,False,True,Republicans,False,True
362,New Jersey,34,176,3,22.7,Democrats,True,False,Democrats,True,False
363,New York,36,950,10,23.1,Democrats,True,False,Democrats,True,False
364,North Carolina,37,34,0,42.1,Republicans,False,True,Republicans,False,True
365,Ohio,39,50,0,32.0,Republicans,False,True,Republicans,False,True
366,Oklahoma,40,10,0,46.5,Republicans,False,True,Republicans,False,True
367,South Carolina,45,33,1,42.0,Republicans,False,True,Republicans,False,True
368,Utah,49,40,0,30.3,Republicans,False,True,Republicans,False,True
369,Vermont,50,12,0,16.7,Democrats,True,False,Democrats,True,False
370,Wisconsin,55,47,0,29.7,Republicans,False,True,Republicans,False,True
371,Alaska,2,6,0,26.2,Republicans,False,True,Republicans,False,True
372,Arizona,4,20,0,33.0,Republicans,False,True,Republicans,False,True
373,California,6,732,14,22.9,Democrats,True,False,Democrats,True,False
374,Connecticut,9,68,0,18.9,Democrats,True,False,Democrats,True,False
375,District of Columbia,11,31,0,18.5,Democrats,True,False,Democrats,True,False
376,Indiana,18,30,2,35.9,Republicans,False,True,Republicans,False,True
377,Iowa,19,29,0,34.2,Republicans,False,True,Republicans,False,True
378,Kansas,20,17,1,32.4,Republicans,False,True,Republicans,False,True
379,Kentucky,21,26,1,43.4,Republicans,False,True,Republicans,False,True
380,Maryland,24,57,0,28.0,Democrats,True,False,Democrats,True,False
381,Minnesota,27,60,0,23.5,Democrats,True,False,Democrats,True,False
382,Mississippi,28,21,0,49.7,Republicans,False,True,Republicans,False,True
383,Nebraska,31,36,0,31.1,Republicans,False,True,Republicans,False,True
384,New Jersey,34,268,3,22.7,Democrats,True,False,Democrats,True,False
385,New York,36,1375,18,23.1,Democrats,True,False,Democrats,True,False
386,North Carolina,37,42,0,42.1,Republicans,False,True,Republicans,False,True
387,Ohio,39,67,0,32.0,Republicans,False,True,Republicans,False,True
388,Oklahoma,40,18,0,46.5,Republicans,False,True,Republicans,False,True
389,South Carolina,45,47,1,42.0,Republicans,False,True,Republicans,False,True
390,Utah,49,51,0,30.3,Republicans,False,True,Republicans,False,True
391,Vermont,50,14,0,16.7,Democrats,True,False,Democrats,True,False
392,West Virginia,54,1,0,46.1,Republicans,False,True,Republicans,False,True
393,Wisconsin,55,72,0,29.7,Republicans,False,True,Republicans,False,True
394,Alaska,2,9,0,26.2,Republicans,False,True,Republicans,False,True
395,Arizona,4,28,0,33.0,Republicans,False,True,Republicans,False,True
396,California,6,893,17,22.9,Democrats,True,False,Democrats,True,False
